Rule,Avg_fitness,n_samples
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-pseudorandom  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,29
( get-max-one-of (( possible-decisions  ) ) (( subtract (( subtract (( upstream-homophily  ) ) (( consider-altruism  ) )  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-selfishness  ) ) (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( combine (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) ) (( consider-pseudorandom  ) )  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( combine (( consider-selfishness  ) ) (( consider-pseudorandom  ) )  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,15
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-selfishness  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( upstream-homophily  ) )  ) ,0.012592660032397285,633
( get-max-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( combine (( consider-selfishness  ) ) (( consider-pseudorandom  ) )  ) ) (( multiply (( consider-pseudorandom  ) ) (( combine (( consider-utilitarian  ) ) (( consider-selfishness  ) )  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( consider-heuristic  ) )  ) )  ) ,0.012592660032397285,8
( get-max-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,21
( get-max-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( combine (( consider-heuristic  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( subtract (( consider-altruism  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-utilitarian  ) ) (( multiply (( subtract (( consider-selfishness  ) ) (( consider-selfishness  ) )  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( combine (( consider-selfishness  ) ) (( consider-pseudorandom  ) )  ) ) (( combine (( consider-selfishness  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( multiply (( consider-relative-income  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,12
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( combine (( consider-pseudorandom  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,0.012592660032397285,11
( get-max-one-of (( possible-decisions  ) ) (( multiply (( multiply (( multiply (( consider-relative-income  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( subtract (( multiply (( combine (( subtract (( consider-relative-income  ) ) (( consider-selfishness  ) )  ) ) (( multiply (( consider-pseudorandom  ) ) (( consider-random  ) )  ) )  ) ) (( consider-relative-income  ) )  ) ) (( consider-heuristic  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,17
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( downstream-homophily  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,2
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-selfishness  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,5
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( subtract (( consider-relative-income  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,18
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( consider-selfishness  ) )  ) )  ) ,0.012592660032397285,8
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,30
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( consider-heuristic  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,5
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( combine (( downstream-homophily  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( multiply (( multiply (( multiply (( upstream-homophily  ) ) (( consider-altruism  ) )  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-heuristic  ) )  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( combine (( downstream-homophily  ) ) (( downstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,6
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( combine (( downstream-homophily  ) ) (( consider-relative-income  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( combine (( consider-selfishness  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( downstream-homophily  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,9
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( multiply (( subtract (( upstream-homophily  ) ) (( consider-utilitarian  ) )  ) ) (( consider-heuristic  ) )  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,7
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( subtract (( upstream-homophily  ) ) (( consider-relative-income  ) )  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( upstream-homophily  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-relative-income  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,3
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) )  ) )  ) ,0.012592660032397285,5
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( consider-selfishness  ) )  ) )  ) ,0.012592660032397285,2
( get-min-one-of (( possible-decisions  ) ) (( multiply (( multiply (( consider-pseudorandom  ) ) (( consider-altruism  ) )  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,12
( get-min-one-of (( possible-decisions  ) ) (( multiply (( multiply (( downstream-homophily  ) ) (( downstream-homophily  ) )  ) ) (( multiply (( subtract (( consider-heuristic  ) ) (( consider-heuristic  ) )  ) ) (( combine (( consider-pseudorandom  ) ) (( consider-relative-income  ) )  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( multiply (( downstream-homophily  ) ) (( upstream-homophily  ) )  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,2
( get-min-one-of (( possible-decisions  ) ) (( multiply (( multiply (( multiply (( multiply (( downstream-homophily  ) ) (( downstream-homophily  ) )  ) ) (( consider-altruism  ) )  ) ) (( downstream-homophily  ) )  ) ) (( consider-selfishness  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-selfishness  ) ) (( consider-heuristic  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( combine (( consider-utilitarian  ) ) (( downstream-homophily  ) )  ) ) (( consider-relative-income  ) )  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( combine (( consider-utilitarian  ) ) (( upstream-homophily  ) )  ) ) (( consider-relative-income  ) )  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-pseudorandom  ) ) (( consider-utilitarian  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,20
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-pseudorandom  ) ) (( multiply (( consider-pseudorandom  ) ) (( consider-pseudorandom  ) )  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( combine (( subtract (( consider-selfishness  ) ) (( consider-altruism  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,5
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( consider-selfishness  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,2
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-heuristic  ) ) (( combine (( combine (( consider-pseudorandom  ) ) (( consider-heuristic  ) )  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( subtract (( consider-altruism  ) ) (( consider-altruism  ) )  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-heuristic  ) ) (( combine (( consider-pseudorandom  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,0.012592660032397285,4
( get-max-one-of (( possible-decisions  ) ) (( combine (( subtract (( consider-relative-income  ) ) (( consider-heuristic  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( subtract (( consider-relative-income  ) ) (( consider-altruism  ) )  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-heuristic  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,12
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( upstream-homophily  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( subtract (( consider-heuristic  ) ) (( consider-selfishness  ) )  ) ) (( multiply (( consider-heuristic  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( subtract (( consider-relative-income  ) ) (( consider-relative-income  ) )  ) ) (( combine (( upstream-homophily  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-selfishness  ) ) (( downstream-homophily  ) )  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-pseudorandom  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,7
( get-max-one-of (( possible-decisions  ) ) (( multiply (( subtract (( consider-relative-income  ) ) (( consider-relative-income  ) )  ) ) (( combine (( upstream-homophily  ) ) (( multiply (( combine (( consider-utilitarian  ) ) (( consider-altruism  ) )  ) ) (( consider-utilitarian  ) )  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) ) (( upstream-homophily  ) )  ) )  ) ,0.012592660032397285,6
( get-max-one-of (( possible-decisions  ) ) (( subtract (( downstream-homophily  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,3
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,12
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-selfishness  ) ) (( consider-relative-income  ) )  ) ) (( consider-relative-income  ) )  ) )  ) ,0.012592660032397285,2
( get-max-one-of (( possible-decisions  ) ) (( subtract (( downstream-homophily  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,4
( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( consider-relative-income  ) ) (( consider-pseudorandom  ) )  ) ) (( consider-pseudorandom  ) )  ) )  ) ,0.012592660032397285,3
( get-max-one-of (( possible-decisions  ) ) (( multiply (( subtract (( consider-relative-income  ) ) (( consider-relative-income  ) )  ) ) (( downstream-homophily  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( consider-heuristic  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-max-one-of (( possible-decisions  ) ) (( multiply (( upstream-homophily  ) ) (( combine (( consider-pseudorandom  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,0.012592660032397285,1
( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-relative-income  ) ) (( consider-altruism  ) )  ) )  ) ,0.012592660032397285,5
( get-max-one-of (( possible-decisions  ) ) (( consider-selfishness  ) )  ) ,0.012592660032397285,939
( get-min-one-of (( possible-decisions  ) ) (( consider-heuristic  ) )  ) ,0.012592660032397283,680
