,Model,Samples,Mean_fit,Max_fit
0,( get-max-one-of (( possible-decisions  ) ) (( combine (( combine (( consider-random  ) ) (( consider-random  ) )  ) ) (( downstream-homophily  ) )  ) )  ) ,"[0.4965113778666102, 0.4994030580230893, 0.4952623711116799, 0.508677377825698, 0.4998270481388946, 0.4977595892060378, 0.4959482594787457, 0.5011852785743821, 0.4974731787717426, 0.4949577808152869, 0.5039031631086677, 0.5000680162735235, 0.501593278511989, 0.5017425485591641, 0.5061956506218026, 0.5030425028126888, 0.4968017992434778, 0.49810248344261, 0.4955762793962601, 0.497155691467251, 0.5013373743593754, 0.4917453756983829, 0.4999701982411216, 0.4986322824199442, 0.498922562846358, 0.5012756515351421, 0.4963578536079, 0.4988342460289267, 0.5022958054114673, 0.4977017116198925]",0.49927532650060374,0.508677377825698
6,( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-random  ) ) (( downstream-homophily  ) )  ) )  ) ,"[0.4996512745499962, 0.5043033532788561, 0.4978234133735407, 0.4974079835016528, 0.5011829426416534, 0.494890090161794, 0.4997765011005941, 0.4977180187725926, 0.4958426540415174, 0.4954348339947432, 0.4921619409783737, 0.4989201057139206, 0.4962965972295078, 0.5024081831773941, 0.5026199017844308, 0.4994318910447859, 0.5027954736407492, 0.5002212821716882, 0.5035993196022337, 0.4950757004781275, 0.5007228870886143, 0.499449260031526, 0.5012414147177909, 0.499593364249221, 0.4951677482437674, 0.4979235338008558, 0.4989727883320157, 0.4981233459189587, 0.5011207515080951, 0.4982731034913732]",0.49893832195401233,0.5043033532788561
11,( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( consider-random  ) )  ) )  ) ,"[0.4991941996766864, 0.498551005169085, 0.4999373590359894, 0.5004979546129263, 0.49926705384868, 0.4955468048106627, 0.4997612227477132, 0.4926019580823612, 0.49649566225831, 0.4924297443489224, 0.5027226837903401, 0.4975690173769701, 0.5038030173192345, 0.4932237639172271, 0.5009054764962556, 0.4985286095386256, 0.5012590371076099, 0.5001873146528386, 0.4972314511077402, 0.4948137716913737, 0.5030367577805623, 0.502135073113086, 0.5059230869513727, 0.497734647292242, 0.4977677702722737, 0.4963322948299032, 0.496183494303017, 0.4993852526614833, 0.4987039990461395, 0.5007493711022594]",0.4987492951647297,0.5059230869513727
59,( get-max-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( consider-random  ) )  ) )  ) ,"[0.4987171950115611, 0.4944632835371928, 0.49847773699888, 0.4977849497860248, 0.496620517430281, 0.4965345743700464, 0.5013238265894082, 0.498613725272311, 0.4978621377920174, 0.4961443431026504, 0.499734980148611, 0.4954801531271509, 0.4992218766882593, 0.5010943752461386, 0.4947143364934684, 0.5023095206742497, 0.500408964326815, 0.4965794840839431, 0.495202973251533, 0.4938182530600252, 0.502095219080869, 0.4968221102411289, 0.4988619512846318, 0.5045514347301516, 0.5001603452811926, 0.497847919074695, 0.4959589474684366, 0.5005575235554814, 0.5000762017587366, 0.4978483121483013]",0.4983295723871397,0.5045514347301516
15,( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( consider-heuristic  ) )  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.498980519570223, 0.4974546663970372, 0.501061738709902, 0.4974644255756418, 0.499083292445217, 0.4991157752344437, 0.4974005157132237, 0.4993712117966502, 0.4969941681309782, 0.4997019822275239, 0.4998701849383715, 0.4971965015808235, 0.4983087570395546, 0.4959025670964777, 0.4983789204264262, 0.4975216194992614, 0.4957836940528318, 0.4980240286981657, 0.4983425298350611, 0.4997626061331476, 0.5000138026143108, 0.4965997756708338, 0.4975168368478762, 0.4990778330288447, 0.4984122547603731, 0.497308666781097, 0.4988693662019085, 0.498654646746856, 0.4981224731968564, 0.4977010376241662]",0.4982665466191361,0.501061738709902
2,( get-max-one-of (( possible-decisions  ) ) (( combine (( combine (( upstream-homophily  ) ) (( consider-random  ) )  ) ) (( upstream-homophily  ) )  ) )  ) ,"[0.4990381612777523, 0.4974997542349789, 0.5014152934056991, 0.5024650489999853, 0.5016913184205389, 0.497295560326859, 0.4939416840735973, 0.5004098503034087, 0.4958099682464098, 0.496452386787684, 0.49830410841211, 0.4984130896216143, 0.4967826406301733, 0.4998194040112796, 0.4989848830617492, 0.4964240841904273, 0.5007565804968215, 0.4957089436147135, 0.49624128389389, 0.498957253635127, 0.5002775186564827, 0.5000602155394139, 0.4911111897146166, 0.4990153234910536, 0.4987173989130443, 0.4927134993371891, 0.4947115734698732, 0.5031622798886044, 0.5028204182979297, 0.497916905810866]",0.4982305873587964,0.5031622798886044
58,( get-max-one-of (( possible-decisions  ) ) (( subtract (( subtract (( consider-utilitarian  ) ) (( consider-pseudorandom  ) )  ) ) (( combine (( subtract (( upstream-homophily  ) ) (( combine (( consider-heuristic  ) ) (( consider-heuristic  ) )  ) )  ) ) (( consider-heuristic  ) )  ) )  ) )  ) ,"[0.4805138988952371, 0.4799307409838488, 0.4796715529499687, 0.4831124330908839, 0.4817250907235418, 0.4813147897891861, 0.4828293358882305, 0.481081292907877, 0.4808131205144829, 0.4839989370435986, 0.4839093539409424, 0.4852385208135626, 0.483458994398747, 0.484580754839838, 0.4809641912028965, 0.4816176018775951, 0.4811539387095616, 0.4814233197464889, 0.4825933186888215, 0.4829830327690761, 0.4817619875053788, 0.4806710882206297, 0.4822066375136936, 0.4847947619015874, 0.4824600895174423, 0.4802178663045922, 0.4822226723827759, 0.4816593450061955, 0.4824364058609058, 0.4808236289525638]",0.48207229009800495,0.4852385208135626
25,( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-altruism  ) ) (( downstream-homophily  ) )  ) )  ) ,"[0.4803389611566377, 0.4799427977289954, 0.4800418894933733, 0.479685857853275, 0.4800019050804009, 0.4799691980218103, 0.4801068847761305, 0.4798069954372393, 0.4797770530890637, 0.48056960540937, 0.4789426740626847, 0.4808119370407502, 0.480776354358778, 0.4802108280021562, 0.4798744379753115, 0.4803075474819204, 0.4802149151666637, 0.479731123155144, 0.4798889462457048, 0.4800060808999318, 0.4806837133386094, 0.4802749103462961, 0.4799144074490402, 0.4798067412965849, 0.4804451610646788, 0.4799601752402299, 0.4805493675248997, 0.480012058945072, 0.4811213808956939, 0.480351963971853]",0.4801375290836099,0.4811213808956939
36,( get-max-one-of (( possible-decisions  ) ) (( multiply (( downstream-homophily  ) ) (( consider-altruism  ) )  ) )  ) ,"[0.4797714474988611, 0.4806687285553688, 0.4806769076670779, 0.4803588760231148, 0.4800306882064549, 0.4803475209933595, 0.480042153694443, 0.4800343027288762, 0.4799973024296915, 0.4805284507106722, 0.4798183351795163, 0.4792385345585174, 0.4794782793099113, 0.4798707467953941, 0.4806727518615992, 0.479202475118401, 0.4804275304597653, 0.4801939459424532, 0.4801477799494165, 0.4799900209001279, 0.4804039922162485, 0.4795227643192855, 0.4796077835796037, 0.4796127095263216, 0.4793129790086167, 0.4800791158104791, 0.4799104774972814, 0.4806321806991371, 0.480388973478372, 0.4803730640986324]",0.48004469396056665,0.4806769076670779
89,( get-min-one-of (( possible-decisions  ) ) (( subtract (( downstream-homophily  ) ) (( consider-heuristic  ) )  ) )  ) ,"[0.4788915670656021, 0.4787074892052038, 0.4775682650137088, 0.4754593509571922, 0.4772428483423181, 0.4733251099999762, 0.4728469131435691, 0.4803321793346516, 0.4764064060273966, 0.4729481393979506, 0.4744795088673803, 0.4790244415651789, 0.4759201114821953, 0.4756112444084103, 0.4752792505385617, 0.4746571430267338, 0.478476994005349, 0.476420871719329, 0.4747396211424521, 0.475491051645098, 0.4747963367330316, 0.4769092274559263, 0.4754535712999807, 0.4751174646385147, 0.4765133352414699, 0.4763208180242401, 0.4763983901944802, 0.4758032553429797, 0.4768647855885914, 0.4751198560156697]",0.4761041849141048,0.4803321793346516
1,( get-max-one-of (( possible-decisions  ) ) (( combine (( combine (( downstream-homophily  ) ) (( consider-utilitarian  ) )  ) ) (( subtract (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) )  ) ,"[0.4750447311708166, 0.4714177596654883, 0.477168455283363, 0.4732153629794648, 0.473333653678802, 0.4733543400080743, 0.4741202819144721, 0.4752141367092241, 0.4732851221320718, 0.4752964591297729, 0.4735974836181373, 0.4732317073969651, 0.473900614986467, 0.4732707075345698, 0.4731146927218254, 0.4742115512037296, 0.4748300634265141, 0.4740357379442159, 0.474003437211857, 0.473661637245904, 0.473523292003973, 0.4742187965873637, 0.4744274959699904, 0.4745543135652387, 0.4731424553946457, 0.4759359418589133, 0.4745980329636749, 0.4733433836677943, 0.4734520622026686, 0.4752010304301488]",0.47405682468687155,0.477168455283363
12,( get-max-one-of (( possible-decisions  ) ) (( combine (( downstream-homophily  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4724217504815038, 0.4730709754655708, 0.4719388042855729, 0.4734260299288126, 0.4736183326180907, 0.4727175500771205, 0.4757612160635942, 0.471472043767897, 0.4754494956171788, 0.4725804163536509, 0.4720470006480222, 0.4760707383218937, 0.4744550770239283, 0.4739304792505208, 0.4745208496343886, 0.4756237666356719, 0.4735226591205537, 0.4740504259666653, 0.4732695940234358, 0.4748360989305674, 0.4745115702384839, 0.4749699016611837, 0.4748220650289397, 0.4718462608294444, 0.475697164642223, 0.472618806053638, 0.4738515342615311, 0.4752572163320326, 0.4748546899229683, 0.4724921972569933]",0.4738568236814027,0.4760707383218937
48,( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-random  ) ) (( multiply (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) )  ) ,"[0.4751781938374519, 0.4733732483340702, 0.4774895245390966, 0.4709639134131331, 0.4674954029829246, 0.4693374583884422, 0.4723459673124794, 0.4732456671621861, 0.4753105653583024, 0.4730971813818684, 0.4720079422422985, 0.4723090750234153, 0.4728342909174349, 0.4750308739410604, 0.4738595813772581, 0.475106461627488, 0.4729873351794345, 0.4732948838663472, 0.4720051109274061, 0.4736570761735313, 0.4746298089974077, 0.4755541395869536, 0.4713680087908883, 0.4735363298968837, 0.4730871089764341, 0.4735490417989323, 0.474532720045882, 0.4744785368114597, 0.472625847091704, 0.4762857538620387]",0.47335256832814043,0.4774895245390966
32,( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-random  ) ) (( multiply (( downstream-homophily  ) ) (( consider-altruism  ) )  ) )  ) )  ) ,"[0.4665956729475747, 0.4656177951872445, 0.4644550615280777, 0.4685027942660031, 0.4666266884817059, 0.4658002102915419, 0.4674091056874775, 0.465477497734765, 0.4674966288603766, 0.466911456821554, 0.4660056880842413, 0.4682975245988371, 0.4706287054246851, 0.4683666771978201, 0.4651166401135698, 0.4640712437104957, 0.4687771366674931, 0.4649745658933012, 0.4676276251619142, 0.4672477873228134, 0.4674169316441763, 0.4685141949603862, 0.4658764221325079, 0.4674036078613479, 0.4671338238707395, 0.4679914736753723, 0.4667476565296017, 0.4660824810391376, 0.4665761171831442, 0.4679536673170436]",0.4669234294064983,0.4706287054246851
38,( get-max-one-of (( possible-decisions  ) ) (( multiply (( multiply (( consider-heuristic  ) ) (( consider-utilitarian  ) )  ) ) (( combine (( consider-altruism  ) ) (( consider-relative-income  ) )  ) )  ) )  ) ,"[0.465288982786764, 0.4623585323197522, 0.4625994662000605, 0.4645349120056602, 0.4644222006709583, 0.4658548018219087, 0.4639090518910785, 0.4653995475073367, 0.4676592345362522, 0.4618258452580613, 0.4628094475058918, 0.4651022523343742, 0.4643019832394586, 0.4653433477919159, 0.46506590462456, 0.4667136679337458, 0.4655952873056091, 0.4650277368833537, 0.4646363492326676, 0.466544217011799, 0.4635831853784097, 0.464705389247566, 0.4656793300539525, 0.4643997446185212, 0.463216965479213, 0.4642723551943544, 0.4650053962195921, 0.465827852293225, 0.4623182692739395, 0.4650602896522519]",0.46463538487574113,0.4676592345362522
50,( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-utilitarian  ) ) (( multiply (( consider-altruism  ) ) (( downstream-homophily  ) )  ) )  ) )  ) ,"[0.4613496931705765, 0.4634606742463935, 0.4653075358209031, 0.4625150361470848, 0.4623514101993606, 0.4624245809557927, 0.4622445020133187, 0.4637111459431086, 0.4624294080566514, 0.4645936262693809, 0.4601642351592496, 0.4613027179576232, 0.4630877215832371, 0.4629492195940864, 0.4635323655253963, 0.4622923381657674, 0.4623780723391263, 0.4622259713426876, 0.4620997445959386, 0.4612512601089563, 0.4617636667972087, 0.4623398481644716, 0.4615369099108593, 0.463033938557283, 0.4625842267553131, 0.462163354400077, 0.4605817109539697, 0.4620480867546482, 0.462269882290299, 0.4636683909656373]",0.46245537582481355,0.4653075358209031
93,( get-min-one-of (( possible-decisions  ) ) (( subtract (( subtract (( consider-pseudorandom  ) ) (( consider-heuristic  ) )  ) ) (( consider-selfishness  ) )  ) )  ) ,"[0.4569701062914053, 0.4581359067450802, 0.4605798560644148, 0.4577615641644261, 0.4552704579548651, 0.4566974886148254, 0.459611306437602, 0.4601193648504504, 0.4588191091042089, 0.4617809072211985, 0.4593616430113309, 0.4587035287903538, 0.4581653137226413, 0.4605998037434656, 0.4572509499886348, 0.4597266775708188, 0.4581757921502483, 0.4582612244685009, 0.4574328237744302, 0.4590387723391588, 0.4575201153991993, 0.45862648078926, 0.4600235392687477, 0.4601308051336328, 0.4588236649112907, 0.4558929822404226, 0.4575548478410741, 0.4587327635677571, 0.4571822202476193, 0.4565281234143702]",0.4584492713273811,0.4617809072211985
40,( get-max-one-of (( possible-decisions  ) ) (( subtract (( combine (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4585882311486816, 0.458956058191047, 0.4564763290793445, 0.4568869897492008, 0.4566717380591037, 0.4565074669005438, 0.4580687248088818, 0.4577286339748929, 0.4576609158937348, 0.4594036267882905, 0.4575988649216853, 0.4583604533296184, 0.4564962133178699, 0.4569610270410083, 0.4586282255021382, 0.4568019806131201, 0.4563843663903331, 0.4566111014375801, 0.4584091370519923, 0.4574502433242617, 0.4578512227717115, 0.4591267067760556, 0.4578328685419712, 0.4578382843464985, 0.4582144402464044, 0.4561044717423609, 0.4582365351440801, 0.4573589596267589, 0.4587876880085165, 0.4585079104933658]",0.45768364717403504,0.4594036267882905
9,( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4562579247798188, 0.4551004705333734, 0.4561031435866834, 0.4582026155583039, 0.4571052176381544, 0.4560722378772039, 0.4579100526830567, 0.4580577120238219, 0.4584558833666174, 0.4590596374525565, 0.4577393319703999, 0.4580867243015166, 0.4560552341802812, 0.4593458912632681, 0.4599234771341255, 0.459793956750014, 0.4583200013428186, 0.457394106341505, 0.4560971848135006, 0.459417249086698, 0.4551767333126948, 0.4576120827277931, 0.4578884959222076, 0.4583237541290199, 0.4587043776293874, 0.4576602996521292, 0.4574974642207624, 0.4563626082874287, 0.4595908694093382, 0.4566652690185468]",0.45766600023310094,0.4599234771341255
51,( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-utilitarian  ) ) (( multiply (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) )  ) ,"[0.4578191610744441, 0.4563945579147853, 0.4596885225126215, 0.4597362924543612, 0.4548073453547034, 0.4574241532490563, 0.4572530148352728, 0.4569950627722706, 0.4568072772938364, 0.4574105205077745, 0.459325339396781, 0.4565200633776722, 0.4565183375505143, 0.4560944498417613, 0.4581849511023128, 0.4561507299773097, 0.4590820472509213, 0.4580557835462926, 0.4568242591184412, 0.4555658986843661, 0.4570220317669202, 0.4605472141100515, 0.4585640686694102, 0.4587225201461071, 0.4576363548125687, 0.4561694763129187, 0.4562177891086182, 0.4583934418335526, 0.4602891752533463, 0.4577386729281071]",0.45759861709190325,0.4605472141100515
22,( get-max-one-of (( possible-decisions  ) ) (( consider-utilitarian  ) )  ) ,"[0.4569698566391241, 0.4580881141719893, 0.4578734179623548, 0.456144679496673, 0.4584980711171294, 0.458858868430525, 0.4574377772232438, 0.4571397784722312, 0.4590769976811177, 0.4574857750557248, 0.4558984070440845, 0.4579605405300231, 0.4575631890127543, 0.4564392110712797, 0.4561050822942368, 0.4577041295061831, 0.4582570252407078, 0.4569912045850443, 0.4570650877136905, 0.4574922780591157, 0.4566446695775222, 0.4584961954904704, 0.4560502457019758, 0.4579781270054866, 0.4578007681326619, 0.457001270393277, 0.4600755519367282, 0.4576676738828935, 0.4564979151735607, 0.4575853121888471]",0.45749490735968856,0.4600755519367282
35,( get-max-one-of (( possible-decisions  ) ) (( multiply (( consider-utilitarian  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4577950537601352, 0.4600970654698176, 0.4568577855233462, 0.4550057447319474, 0.4580032614929892, 0.455907126599592, 0.4561844396866849, 0.4585101387175962, 0.4579868625016383, 0.4560599117241481, 0.4601878027402367, 0.4552108635545652, 0.4598120126902949, 0.457463600576653, 0.4558215768456515, 0.4592338639417155, 0.4604451807965237, 0.457443427824766, 0.4558110671597781, 0.4555687027090054, 0.4589420156052842, 0.4594461998857045, 0.455550796118901, 0.4555925786952693, 0.4586532899502761, 0.4583798587745978, 0.4573418996256703, 0.4566943085331329, 0.4568594657718122, 0.4575978296006175]",0.4574821243869449,0.4604451807965237
18,( get-max-one-of (( possible-decisions  ) ) (( combine (( subtract (( consider-utilitarian  ) ) (( consider-pseudorandom  ) )  ) ) (( multiply (( consider-relative-income  ) ) (( consider-pseudorandom  ) )  ) )  ) )  ) ,"[0.4572063928646432, 0.458720677719931, 0.4571504138993666, 0.4567116860581967, 0.4572450656487407, 0.4567748338130142, 0.4597763760780005, 0.4561309968412218, 0.4573169550861699, 0.4572173475138898, 0.4562868870293423, 0.4582861739176481, 0.457216646624955, 0.4564914085057189, 0.4569622041405068, 0.4566141815521602, 0.456636117835321, 0.4575264091309589, 0.4560207778233367, 0.4563142437300523, 0.4596428092237796, 0.4567011269275193, 0.4600298490628421, 0.458765393589749, 0.4548314055805206, 0.4582243364273569, 0.4566930804132462, 0.4581041739064552, 0.4589734977145888, 0.4577974013611881]",0.4574122956673473,0.4600298490628421
76,( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-utilitarian  ) ) (( consider-random  ) )  ) )  ) ,"[0.4557664095907006, 0.4568749358295133, 0.4542118098080756, 0.4561210982653157, 0.4548092925175707, 0.455283762489166, 0.4549537611018409, 0.4534926241137841, 0.45554604529667, 0.4523440188344032, 0.4549636521011521, 0.4559207094660026, 0.456308927078525, 0.4548807557473613, 0.4558232947757878, 0.4571343127171374, 0.4574432198208626, 0.4584751315072675, 0.4550732906586764, 0.4551475032113737, 0.4582833531140223, 0.4580012537355992, 0.4550758822377574, 0.4566987426421753, 0.4555909399946551, 0.457735301982015, 0.4529253452615481, 0.4589956384032976, 0.4569229937766124, 0.456017025836307]",0.4558940343971726,0.4589956384032976
74,( get-min-one-of (( possible-decisions  ) ) (( multiply (( consider-random  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4556227894400083, 0.4586539197180435, 0.4542318065921241, 0.4565698364183458, 0.4533070491206137, 0.4521271789248515, 0.4558503188746514, 0.4572964529548017, 0.4494803863934845, 0.4560657357993258, 0.4553115362128432, 0.455418227000448, 0.4562051551214605, 0.4552123268708796, 0.4565804426261593, 0.4512189834480428, 0.4560019367544945, 0.455292158157201, 0.4573025133545726, 0.4565620429221755, 0.4566527117817088, 0.4542458047584873, 0.4511301227133436, 0.4554865334723086, 0.4558232941580081, 0.4549042492563868, 0.4524547855147057, 0.4569972373961533, 0.4531460390866336, 0.4550113392873882]",0.4550054304709884,0.4586539197180435
16,( get-max-one-of (( possible-decisions  ) ) (( combine (( multiply (( downstream-homophily  ) ) (( upstream-homophily  ) )  ) ) (( subtract (( consider-random  ) ) (( combine (( upstream-homophily  ) ) (( consider-random  ) )  ) )  ) )  ) )  ) ,"[0.4501851580808437, 0.4533881432770963, 0.4555405707891655, 0.4504476265797669, 0.4536884399523365, 0.4543985563793395, 0.4516120786973457, 0.4533497328154072, 0.451893235486127, 0.4507256996503724, 0.4526791150369903, 0.4512976957450311, 0.4519799533130108, 0.4475867653874795, 0.4507642454246795, 0.4537241872136578, 0.454378307749945, 0.4494613750546673, 0.4523667659325635, 0.4537057821043314, 0.4537552475415517, 0.4504774197574417, 0.4525519170440579, 0.4515764679853453, 0.4530262636334003, 0.4543410173128652, 0.4516062531282154, 0.4510067437079548, 0.4497022394328852, 0.4521820608786266]",0.45211330216975004,0.4555405707891655
57,( get-max-one-of (( possible-decisions  ) ) (( subtract (( subtract (( consider-random  ) ) (( consider-relative-income  ) )  ) ) (( consider-altruism  ) )  ) )  ) ,"[0.4482284137201555, 0.4522995930832669, 0.4508194588350767, 0.4523525224779212, 0.450672558972845, 0.4489831529024514, 0.4486832404280892, 0.4489461409197195, 0.4522645358495162, 0.4504003830807054, 0.4500802387272173, 0.452692997218634, 0.4519865687491917, 0.4497310062318782, 0.4458918200589249, 0.4463216686365839, 0.4506360325243676, 0.4528958601853994, 0.4521965279191098, 0.4517181736328524, 0.4465419820818274, 0.4512525961437495, 0.4499066647364373, 0.4508873159800543, 0.4495219262208196, 0.4542179123643434, 0.4515089112562884, 0.449718449293419, 0.4545829343716467, 0.4489025320291415]",0.45049473728772116,0.4545829343716467
98,( get-min-one-of (( possible-decisions  ) ) (( subtract (( upstream-homophily  ) ) (( consider-heuristic  ) )  ) )  ) ,"[0.4489724413255334, 0.4495769336710462, 0.4507383848359567, 0.4483330895763671, 0.4482551179837148, 0.4471993780430431, 0.4468834642499522, 0.4480809992405381, 0.449517241406989, 0.4513150482079872, 0.4509675586824916, 0.4498273565024791, 0.4486129522023281, 0.4516765550455145, 0.4490844195393601, 0.4472219796627709, 0.4515760592368567, 0.4487066363071305, 0.4463839249380703, 0.4480274518148727, 0.4495603315479002, 0.4494201306417227, 0.4488671396777399, 0.4490142832165532, 0.4486985107338606, 0.4484158522312911, 0.4465066111003674, 0.4500352629972123, 0.4502656034862407, 0.4468334796716652]",0.4489524732592519,0.4516765550455145
42,( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-heuristic  ) ) (( upstream-homophily  ) )  ) )  ) ,"[0.4479555129463082, 0.4503153925864014, 0.4490617522407583, 0.4493510681327411, 0.447822590171558, 0.4488988148085326, 0.4488700400711158, 0.4484827899320209, 0.4478985534033097, 0.4501275900694576, 0.4500054281137606, 0.448489082777364, 0.4515771290762896, 0.4475974242096222, 0.4474620090273217, 0.4508452671171803, 0.4469335940339274, 0.4471475785433677, 0.4465049435899562, 0.4471010097596345, 0.4479758376590421, 0.4473967367351819, 0.4512832122531106, 0.4523566443259295, 0.448717560226529, 0.4496975688422217, 0.4478927747527237, 0.4484462355607674, 0.4514647839237392, 0.4466901760128989]",0.44881230336342576,0.4523566443259295
8,( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-random  ) ) (( subtract (( consider-random  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,"[0.4492866905655001, 0.4497648906473096, 0.4489605913990425, 0.4494882695826444, 0.4484065737694899, 0.4459392081618923, 0.4495690886587539, 0.4463890935522454, 0.4490099818452641, 0.446812484684049, 0.4450666474231226, 0.4482431019032307, 0.446619729494133, 0.4502646309783123, 0.4487234437469369, 0.4448484388846072, 0.4480618536849877, 0.4485182173172618, 0.4467404689374221, 0.4490193826070267, 0.4455872328606825, 0.4467118151074951, 0.4502999014541913, 0.4463564473719231, 0.4481087860565946, 0.4480443394640119, 0.4473748460864649, 0.4491071716919248, 0.4494210678371992, 0.4471532927760427]",0.44792992295165873,0.4502999014541913
53,( get-max-one-of (( possible-decisions  ) ) (( subtract (( downstream-homophily  ) ) (( combine (( consider-random  ) ) (( upstream-homophily  ) )  ) )  ) )  ) ,"[0.4462977231523867, 0.445342584794951, 0.4449695068571393, 0.4450425367543554, 0.4429259524682328, 0.4447855950741123, 0.4449779676739462, 0.4447670026152215, 0.4462816240732161, 0.448006710714661, 0.4463583503296736, 0.4450289494214157, 0.4459965314536303, 0.4447557262572013, 0.4443037655663568, 0.4457111974765487, 0.443991394938078, 0.4457634784249825, 0.4463192928251445, 0.4453757974193499, 0.447270541769819, 0.4464373062948678, 0.4465754293203591, 0.4471400971463485, 0.4442963438354668, 0.4461739482177058, 0.4464382620815417, 0.4448397253751105, 0.4459117671598434, 0.4444096638642896]",0.44554982577853186,0.448006710714661
10,( get-max-one-of (( possible-decisions  ) ) (( combine (( consider-utilitarian  ) ) (( upstream-homophily  ) )  ) )  ) ,"[0.44292106002797, 0.4433796815030527, 0.4418790720313765, 0.4438335622590421, 0.4436229495422399, 0.4409565889543311, 0.4426993478399197, 0.4452843787872293, 0.4430173441712396, 0.4418634194690451, 0.4428657469433368, 0.4428659212306644, 0.4427786064428278, 0.4427265238063412, 0.4433551120088007, 0.443973770500219, 0.4436179432574497, 0.4417457801525934, 0.4418187559319343, 0.4439350090727783, 0.4415887112461902, 0.4425806564582536, 0.4421212187131328, 0.4429872216229601, 0.4431012123195408, 0.4420828153575455, 0.4423441374484833, 0.4408310789954772, 0.4428881459469209, 0.4417500065828947]",0.44271385928745965,0.4452843787872293
20,( get-max-one-of (( possible-decisions  ) ) (( combine (( upstream-homophily  ) ) (( consider-utilitarian  ) )  ) )  ) ,"[0.4408066221484176, 0.442432119670358, 0.4424971068229086, 0.4430241758064434, 0.4429142827205268, 0.4443397490684815, 0.4425978971655217, 0.4439572583633117, 0.4437116655084528, 0.4408561054827069, 0.4437566827023597, 0.4412425032153815, 0.4434963321342349, 0.443485219204105, 0.4429548129988596, 0.4404835087931625, 0.4421796942292086, 0.44009282974396, 0.4419726067565305, 0.4429840728497741, 0.4419834587575837, 0.441447848999245, 0.4420354318615646, 0.4403542664387023, 0.4410890127119469, 0.4428417634872243, 0.4394569415955254, 0.4452295934275356, 0.4418745798568081, 0.4451693616052167]",0.44237558347086864,0.4452295934275356
66,( get-min-one-of (( possible-decisions  ) ) (( combine (( consider-random  ) ) (( subtract (( consider-pseudorandom  ) ) (( multiply (( consider-relative-income  ) ) (( downstream-homophily  ) )  ) )  ) )  ) )  ) ,"[0.4386544536845133, 0.4388915468320016, 0.4390388332402505, 0.4401215639190738, 0.4406328191476359, 0.4407434558812433, 0.4398660094464401, 0.4375208271952436, 0.4400544412321105, 0.4406674615464535, 0.4390548275256015, 0.4373048428471037, 0.4386937706854965, 0.4409285437149864, 0.4383138049556768, 0.4404579806482036, 0.4398161718321433, 0.4421068790750771, 0.4427174629794442, 0.4419670964891395, 0.4398567159187448, 0.4393964485599435, 0.4411901350947164, 0.4388734643967313, 0.4397906915145429, 0.4397088636917805, 0.4411625599781997, 0.4412092574792363, 0.4430038647034759, 0.4391537028085579]",0.4400299499007923,0.4430038647034759
49,( get-max-one-of (( possible-decisions  ) ) (( subtract (( consider-utilitarian  ) ) (( consider-pseudorandom  ) )  ) )  ) ,"[0.4409957684006154, 0.4379080474551771, 0.4405996696340755, 0.4384015997136253, 0.4394751204045105, 0.4396819219599856, 0.4385373268158825, 0.438568455838598, 0.4398882962894418, 0.4398593988616591, 0.4386961006577437, 0.4402648472136454, 0.4388233020137884, 0.4391335896006339, 0.4380269458128826, 0.4394515645959111, 0.438476648316705, 0.4405077147111304, 0.4416057758412089, 0.4395623268572697, 0.4398084888152377, 0.4400491661999723, 0.4399481148097316, 0.4408952533185652, 0.4388448385716115, 0.4407710865226557, 0.4415122015767455, 0.4396805187835527, 0.4387778986962499, 0.4388940474743497]",0.43958820119210534,0.4416057758412089
